MesZL	SL/HA	aBZL	HethZL		Sign Name	Unicode	Unicode Name	comment	has unicode	worthington	
184	115	309	192		SAG	U+12295 𒊕	SAG		TRUE	FALSE	
197	121n				SAG×A	U+12296 𒊖	SAG TIMES A		TRUE	FALSE	
187	121_6				SAG×DU	U+12297 𒊗	SAG TIMES DU		TRUE	FALSE	
188	116	330			SAG×GAG	U+1229A 𒊚	SAG TIMES KAK		TRUE	FALSE	
198	121_1				SAG×ḪA	U+12299 𒊙	SAG TIMES HA		TRUE	FALSE	
200	120n				SAG×LUM	U+1229C 𒊜	SAG TIMES LUM		TRUE	FALSE	
199	120				SAG×MUNUS	U+1229F 𒊟	SAG TIMES SAL		TRUE	FALSE	
189	121_5				SAG×NI			uncertain	FALSE	FALSE	
185	115n				SAG×NUN	U+1229E 𒊞	SAG TIMES NUN		TRUE	FALSE	
194	121_10				SAG×SIG7				FALSE	FALSE	
192	121_8				SAG×Ú	U+122A2 𒊢	SAG TIMES U2		TRUE	FALSE	
193	121_7				SAG×UB	U+122A3 𒊣	SAG TIMES UB		TRUE	FALSE	
186	118				SAG×UM	U+122A4 𒊤	SAG TIMES UM		TRUE	FALSE	
196	121				SAG×UR	U+122A5 𒊥	SAG TIMES UR		TRUE	FALSE	
190	116n				SAG×UŠ	U+122A6 𒊦	SAG TIMES USH		TRUE	FALSE	
546	337xx	207a			SAG5	U+12260 𒉠	NISAG (read NISAG2)	merged with ŠID; see MesZL n485	TRUE	FALSE	
485	337xx				SAG5	U+12260 𒉠	NISAG	old sign, = n546	TRUE	FALSE	
684	428	345	270		ŠAGAN (U.GAN/ŠU4.GAN)	U+1230B 𒌋 & U+120F6 𒃶	U & GAN		TRUE	FALSE	
184	115n2	309	192		SAGoverSAG	U+122A7 𒊧	SAG OVER SAG		TRUE	FALSE	
671	419	357			SAGŠU (U.SAG)	U+1230B 𒌋 & U+12295 𒊕	U & SAG		TRUE	FALSE	
23	53		309		ŠAḪ	Neo-Assyrian: use U+122DA 𒋚 (ŠUBUR)			TRUE	FALSE	
76	42	183			ŠÀKIR (URU×GA)	U+1233C 𒌼	URU TIMES GA		TRUE	FALSE	
320	178aa		103		ŠÀM (NÍNDA×AN)	U+12253 𒉓	NINDA2 TIMES AN		TRUE	FALSE	
832	572	441			ŠANABI (2/3)	U+1245B 𒑛	NUMERIC SIGN TWO THIRDS DISH	"2/3"	TRUE	FALSE	
541	331e, 152iv	385	353		SAR	U+122AC 𒊬	SAR		TRUE	FALSE	
632	396	277	335		ŠAR	U+122B9 𒊹	SHAR2		TRUE	FALSE	
651	408				ŠÁR× GAL.DIŠ	U+12432 𒐲	NUMERIC SIGN SHAR2 TIMES GAL PLUS DISH	"216.000"	TRUE	FALSE	
652	408v				ŠÁR× GAL.MIN	U+12433 𒐳	NUMERIC SIGN SHAR2 TIMES GAL PLUS MIN	"432.000"	TRUE	FALSE	
659	409e				ŠÁR×DIŠ, also ḪI×DIŠ?	U+12131 𒄱	HI TIMES DISH	"216.000"	TRUE	FALSE	
656	409b	286			ŠÁR×EŠ	U+1242F 𒐯	NUMERIC SIGN THREE SHARU VARIANT FORM	"108.000"	TRUE	FALSE	
656	409b	286			ŠÁR×EŠ	U+1242E 𒐮	NUMERIC SIGN THREE SHARU	"108.000"	TRUE	FALSE	
650	407				ŠÁR×GAD	U+12132 𒄲	HI TIMES GAD		TRUE	FALSE	
655	409a	285			ŠÁR×MAN	U+1242D 𒐭	NUMERIC SIGN TWO SHARU	"72.000"	TRUE	FALSE	
657	409c				ŠÁR×NIMIN	U+12430 𒐰	NUMERIC SIGN FOUR SHARU (variant form)	"144.000"	TRUE	FALSE	
658	409d				ŠÁR×NINNU	U+12431 𒐱	NUMERIC SIGN FIVE SHARU (variant form)	"180.000"	TRUE	FALSE	
653	409	284			ŠÁR×U	U+1242C 𒐬	NUMERIC SIGN ONE SHARU	"36.000", DÚBUR (ḪI×U) see n688	TRUE	FALSE	
654	409v2				ŠÁR×U-gunû			variant form of n653, "36.000"	FALSE	FALSE	
776	500; 501	409			ŠÁRA (LAGAB×SIG7)	U+121CB 𒇋	LAGAB TIMES IGI GUNU		TRUE	FALSE	
579	367	378	338		ŠE	U+122BA 𒊺	SHE		TRUE	FALSE	
810	536	420	212		ŠÈ (ÉŠ, GI7, ZÌ)	U+12365 𒍥	ZI3		TRUE	FALSE	
810	536	420	212		ŠÈ (ÉŠ, GI7, ZÌ)	U+120A0 𒂠	ESH2		TRUE	TRUE	GI7 
155	103b				SED (MÙŠ× A.DI)	U+1223B 𒈻	MUSH3 TIMES A PLUS DI		TRUE	FALSE	
873	551				ŠEG8 (ŠÚ.NAGA)	U+122D9 𒋙 & U+12240 𒉀	SHU2 & NAGA		TRUE	FALSE	
878	551v	429			ŠEG9 (ŠÚ.ŠE.KU.GAG)	U+122BE 𒊾	SHEG9		TRUE	FALSE	
17	8	306	230		ŠEN (SU×A)	U+122BF 𒊿	SHEN		TRUE	FALSE	
588	369				ŠEoverŠE.GADoverGAD.NÍGoverNÍG	U+122BC 𒊼	SHE OVER SHE GAD OVER GAD GAR OVER GAR		TRUE	FALSE	
588	370	389			ŠEoverŠE.TABoverTAB.NÍGoverNÍG	U+122BD 𒊽	SHE OVER SHE TAB OVER TAB GAR OVER GAR		TRUE	FALSE	
821	544		63		ŠÉŠ (SÍG.LAM)	U+122C1 𒋁	SHESH2		TRUE	FALSE	
535	331	021a	79		ŠEŠ (ÙRI)	U+12336 𒌶	URI3		TRUE	FALSE	
535	331	021b	79		ŠEŠ (ÙRI)	U+122C0 𒋀	SHESH		TRUE	FALSE	
100	65				ŠEŠLAM	U+122C2 𒋂	SHESHLAM		TRUE	FALSE	
181	112	164	86		SI	U+122DB 𒋛	SI	Verb meaning "to fill", which has more active force than the intransitive verb TUŠ (to sit, dwell), having a highly ideological meaning.	TRUE	TRUE	
666	413	341			ŠIBIR (U.BURU14)	U+1230B 𒌋 & U+12098 𒂘	U & EN TIMES GAN2		TRUE	FALSE	
485	314	212; 207a	231		ŠID (LAG)	U+122C3 𒋃	SHID		TRUE	FALSE	
487	317a				ŠID×IM	U+122C5 𒋅	SHID TIMES IM		TRUE	FALSE	
881	592	437	255		SIG	U+122DD 𒋝	SIG		TRUE	FALSE	
816	539	395	65		SÍG / SÍK	U+122E0 𒋠	SIK2		TRUE	TRUE	
822	544+389 +532+411				SÍG.LAM.AḪ.ME.U			to be deleted?	FALSE	FALSE	
905	567	243	311		SIG4	U+122DE 𒋞	SIG4		TRUE	FALSE	
907	568				SIG4overSIG4.ŠÚ	U+122DF 𒋟	SIG4 OVER SIG4 SHU2		TRUE	FALSE	
729	454	238	293		SIG5 (IGI.ERIM)	U+12146 𒅆 & U+1209F 𒂟	IGI & ERIN2		TRUE	FALSE	
564	351	198	239		SIG7 (IGI-gunû)	U+1214A 𒅊	IGI GUNU	"10,000"	TRUE	FALSE	
161	092c				SIG8 (GAD.KÍD.GIŠ)	U+120F0 𒃰 & U+122FA 𒋺 & U+12111 𒄑	GAD & TAK4 & GISH		TRUE	FALSE	
289	159				SIL7 (EZEN× A.LAL)	U+120A3 𒂣	EZEN TIMES A PLUS LAL		TRUE	FALSE	
99	62	269	21		SÌLA	U+122E1 𒋡	SILA3		TRUE	FALSE	
408	252	97	54		SILA4 (GÁ×PA)	U+120E2 𒃢	GA2 TIMES PA		TRUE	FALSE	
408	257				SILA4 also: GÁ×ÁŠ			transliteration only gazi	FALSE	FALSE	
147	087b; 460x	49			ŠILAM (NUN. LAGAR×MUNUS)	U+12266 𒉦	NUN LAGAR TIMES SAL		TRUE	FALSE	
147	087c				ŠILAMoverŠILAM	U+12267 𒉧	NUN LAGAR TIMES SAL OVER NUN LAGAR TIMES SAL		TRUE	FALSE	
362	215	83	154		ŠIM	U+122C6 𒋆	SHIM		TRUE	FALSE	
372	224				ŠIM×A (DUMGAL)	U+122C7 𒋇	SHIM TIMES A		TRUE	FALSE	
363	217				ŠIM×BAL	U+122C8 𒋈	SHIM TIMES BAL		TRUE	FALSE	
367	218				ŠIM×BULUG	U+122C9 𒋉	SHIM TIMES BULUG		TRUE	FALSE	
364	217n				ŠIM×BÚR			uncertain	FALSE	FALSE	
366	221				ŠIM×DIN	U+122CA 𒋊	SHIM TIMES DIN		TRUE	FALSE	
371	220				ŠIM×IGI	U+122CC 𒋌	SHIM TIMES IGI		TRUE	FALSE	
375	223				ŠIM×KÚŠU	U+122CE 𒋎	SHIM TIMES KUSHU2		TRUE	FALSE	
369	219				ŠIM×LUL	U+122CF 𒋏	SHIM TIMES LUL		TRUE	FALSE	
365	216				ŠIM×MUG	U+122D0 𒋐	SHIM TIMES MUG		TRUE	FALSE	
374	222				ŠIM×MUNUS (ŠIM×SAL)	U+122D1 𒋑	SHIM TIMES SAL		TRUE	FALSE	
373	225	85	163		ŠIM×NÍG (BAPPIR)	U+122CB 𒋋	SHIM TIMES GAR		TRUE	FALSE	
370	219xx				ŠIM×PI			reconstruction	FALSE	FALSE	
368	219x				ŠIM×SIG7	U+122CD 𒋍	SHIM TIMES IGI GUNU		TRUE	FALSE	
162	93	302	85		ŠINIG (GAD.NAGA)	U+122D2 𒋒	SHINIG		TRUE	FALSE	
468	295m		177		SIPA (PA.LU)	U+1227A 𒉺 & U+121FB 𒇻	PA & LU		TRUE	FALSE	
115	71	28	5		ŠIR	U+122D3 𒋓	SHIR		TRUE	TRUE	sher in w
115	71	28	5		ŠIR	U+12262 𒉢	NU11		TRUE	FALSE	
116	071n	464			ŠIR-tenû	U+122D4 𒋔	SHIR TENU		TRUE	FALSE	
582	371a	275			SIRSIR (BUoverBU +AB)	U+1204E 𒁎	BU OVER BU AB		TRUE	FALSE	
696	438	368	156		SISKUR (AMAR×ŠE)	U+1202C 𒀬	AMAR TIMES SHE		TRUE	FALSE	
434	233_40; 230x	460			ŠÍTA ("GÁ.GIŠ")	U+122D6 𒋖 & U+12111 𒄑	SHITA & GISH		TRUE	FALSE	
388	233_22	270			ŠITA ("GÁ")	U+122D6 𒋖	SHITA		TRUE	FALSE	
139	83	38	29		ŠÌTA (RAD)	U+122E5 𒋥	SUD2		TRUE	TRUE	
699	442	346			ŠITA4 (U.KID)	U+1230B 𒌋 & U+121A4 𒆤	U & KID		TRUE	FALSE	
16	7	305	213		SU	U+122E2 𒋢	SU		TRUE	FALSE	
567	354	225	68		ŠU	U+122D7 𒋗	SHU		TRUE	TRUE	
869	545	422	251		ŠÚ	U+122D9 𒋙	SHU2		TRUE	TRUE	
880	550a; 553a				ŠÚ.UR-šeššig	U+122D9 𒋙 & U+1232A 𒌪	SHU2 & UR SHESHIG	reconstruction	TRUE	FALSE	
182	113	165			SU4 (SI-gunû)	U+122DC 𒋜	SI GUNU		TRUE	TRUE	
32	018x	316	136		SU6 (KA×SA)	U+1217E 𒅾	KA TIMES SA		TRUE	FALSE	
722	460v	307			SU7 (LAGAR×ŠE)	U+121ED 𒇭	LAGAR TIMES SHE		TRUE	FALSE	
22	53	4			ŠUBUR	U+122DA 𒋚	SHUBUR	Subartu, which is a region of upper Mesopotamia in the Bronze Age, which later came to be called Assyria.	TRUE	TRUE	
584	373	266	341		SUD (BU-gunû)	U+122E4 𒋤	SUD		TRUE	FALSE	
49	26	320			ŠÙDU (KA×ŠU)	U+12183 𒆃	KA TIMES SHU		TRUE	FALSE	
876	549				ŠUDUN (ŠÚ.DUN4)	U+122D9 𒋙 & U+12088 𒂈	SHU2 & DUN4		TRUE	FALSE	
795	522	414	182		SUG (LAGAB×A)	U+121B9 𒆹	LAGAB TIMES A		TRUE	FALSE	
892	569	251			SÙḪ (GUoverGUcrossed)	U+12117 𒄗	GU CROSSING GU		TRUE	FALSE	
646	403	384	349		SUḪUR	U+122E6 𒋦	SUHUR		TRUE	FALSE	
351	201	65			SUḪUŠ (DU-gunû)	U+1207C 𒁼	DU GUNU		TRUE	TRUE	
744	467	ŠUL:438	46		ŠUL (DUN)	U+12084 𒂄	DUN		TRUE	FALSE	
292	164	388	350		SUM	U+122E7 𒋧	SUM		TRUE	FALSE	
323	182				SUMAŠ	U+122E8 𒋨	SUMASH		TRUE	FALSE	
16	007v	305	213		SUoverSU	U+122E2 𒋢	SU OVER SU		TRUE	FALSE	
634	405v2	278			SÙR (ḪI.AŠ, ḪI×AŠ)	U+1212E 𒄮	HI TIMES ASH		TRUE	FALSE	
151	101	56	42		SUR (ŠUR)	U+122E9 𒋩	SUR		TRUE	FALSE	
206	122dv				SUR10 (MÁ.SIG7 and similar)				FALSE	FALSE	
205	122d	55			SUR9 (MÁ.KASKAL.SIG7 and similar)	U+122EA 𒋪	SUR9		TRUE	FALSE	
826	571	439	48		ŠUŠANA (1/3)	U+1245A 𒑚	NUMERIC SIGN ONE THIRD DISH	"1/3"	TRUE	FALSE	
649	365				ŠÚŠUR	U+1203D 𒀽	ASH OVER ASH OVER ASH CROSSING ASH OVER ASH OVER ASH		TRUE	FALSE	
248	139	123	160		TA	U+122EB 𒋫	TA		TRUE	FALSE	
249	141a				TA-gunû	U+122EF 𒋯	TA GUNU		TRUE	FALSE	
248	139n2	123	160		TA*	U+122EC 𒋬	TA ASTERISK	Neo-Assyrian	TRUE	FALSE	
250	141				TA×ḪI	U+122ED 𒋭	TA TIMES HI		TRUE	FALSE	
251	140				TA×MI	U+122EE 𒋮	TA TIMES MI		TRUE	FALSE	
209	124	109	90		TAB	U+122F0 𒋰	TAB	"2"	TRUE	TRUE	
593	124n2				TAB variant old	U+1244A 𒑊	TWO ASH TENU	see MesZL n593, n209	TRUE	FALSE	
209	125a	109	90		TABoverTAB.NIoverNI.DIŠoverDIŠ	U+122F1 𒋱	TAB OVER TAB NI OVER NI DISH OVER DISH		TRUE	FALSE	
221	126	122	91		TAG (ŠUM)	U+122F3 𒋳	TAG		TRUE	TRUE	
221	126bv	122	91		TAG×GU4	U+122F5 𒋵	TAG TIMES GUD		TRUE	FALSE	
221	126cv	122	91		TAG×ŠU	U+122F7 𒋷	TAG TIMES SHU		TRUE	FALSE	
221	126fv	122	91		TAG×TÚG	U+122F8 𒋸	TAG TIMES TUG2		TRUE	FALSE	
221	126dv	122	91		TAG×UD	U+122F9 𒋹	TAG TIMES UD		TRUE	FALSE	
301	169	142	171		TAḪ/DAḪ (MUoverMU)	U+1222D 𒈭	MU OVER MU		TRUE	FALSE	
9	12	231	7		TAR	U+122FB 𒋻	TAR		TRUE	FALSE	
589	376	289	249		TE	U+122FC 𒋼	TE	TEMEN, TEN, MUL2, TEĜ3	TRUE	FALSE	
118	73	23	37		TI	U+122FE 𒋾	TI		TRUE	TRUE	
633	396		335		TÍ	U+12397 𒎗	SIGN TI2	only Assyrian	TRUE	FALSE	
118	073av				TI-tenû	U+122FE 𒋾	TI TENU		TRUE	FALSE	
113	69	25	13		TIL	U+12300 𒌀	TIL		TRUE	FALSE	
587	375	380	344		TIR	U+12301 𒌁	TIR		TRUE	FALSE	
588	375_46				TIRoverTIR.GADoverGAD.NÍGoverNÍG	U+12304 𒌄	TIR OVER TIR GAD OVER GAD GAR OVER GAR		TRUE	FALSE	
86	58	382	346		TU	U+12305 𒌅	TU		TRUE	FALSE	
26	16	325	146		TU6 (KA×LI)	U+12172 𒅲	KA TIMES LI		TRUE	FALSE	
809	536	417	212		TÚG (NÁM)	U+12306 𒌆	TUG2		TRUE	FALSE	
809	536	417	212		TÚG (NÁM)	U+12247 𒉇	NAM2		TRUE	FALSE	
894	561				TUGUL (NAGAR.AD4)	U+12244 𒉄 & U+1235E 𒍞	NAGAR & ZA TENU		TRUE	FALSE	
827	574	444	53		TUK (TUG)	U+12307 𒌇	TUK		TRUE	FALSE	
786	511	410	180		TÚL (LAGAB×U)	U+121E5 𒇥	LAGAB TIMES U		TRUE	FALSE	
354	207	75	125		TUM	U+12308 𒌈	TUM		TRUE	TRUE	
691	434	356	279		TÙM (NIM×KÁR)	U+12250 𒉐	NIM TIMES GAN2 TENU		TRUE	FALSE	
355	207a				TUM-gunû/TUM×KÁR				FALSE	FALSE	
255	144	393	237		TUR (DUMU)	U+12309 𒌉	TUR		TRUE	TRUE	
145	087a	48	34		TÙR (NUN.LAGAR)	U+12263 𒉣 & U+121EC 𒇬	NUN & LAGAR		TRUE	FALSE	
256	144n				TUR.DIŠ	U+12309 𒌉 & U+12079 𒁹	TUR & DISH		TRUE	FALSE	
146"	087cn				TÙR×NÍG	U+12264 𒉤	NUN LAGAR TIMES GAR		TRUE	FALSE	
146'	087aan				TÙR×UŠ	U+12265 𒉥	NUN LAGAR TIMES USH		TRUE	FALSE	
490	318	146	195		Ú	U+12311 𒌑	U2		TRUE	TRUE	
731	455	239b	265		Ù (IGI.DIB)	U+12147 𒅇	IGI & DIB		TRUE	FALSE	
563	350_8		336		U-gunû/BÙR-gunû	U+12434 𒐴	NUMERIC SIGN ONE BURU		TRUE	FALSE	
670	418		263		U.DAR (AŠDAR)	U+1230B 𒌋 & U+1206F 𒁯	U & DAR		TRUE	FALSE	
669	417				U.GUR	U+1230B 𒌋 & U+12125 𒄥	U & GUR		TRUE	FALSE	
664	414				U.ITI			reconstruction, delete?	FALSE	FALSE	
709	411+350_8				U.U-gunû	U+1230B 𒌋 & U+12434 𒐴	U & ONE BURU	"60.000"?	TRUE	FALSE	
661	411	337	261		U/BÙR	U+1230B 𒌋	U	"10"	TRUE	FALSE	
133	078a	33	25		U5	ePSD s.v. u5 HU.SI erroneous. Sign not splittable!			TRUE	FALSE	
728	449_145	236			U6 (IGI.É)	U+12146 𒅆 & U+1208D 𒂍	IGI & E2		TRUE	FALSE	
766	494	399	45		U8 (LAGAB× GU4overGU4	U+121C7 𒇇	LAGAB TIMES GUD PLUS GUD	Unicode: better ... GUD OVER GUD	TRUE	FALSE	
504	306	288	152		UB	U+12312 𒌒	UB		TRUE	FALSE	
277	152_4	157			UBARA (EZEN×KASKAL)	U+120AC 𒂬	EZEN TIMES KASKAL		TRUE	FALSE	
450	288b				ÙBUR (DAG.KISIM5×"IR")	U+12061 𒁡	DAG KISIM5 TIMES IR		TRUE	FALSE	
455	291	171	189		UBUR (DAG.KISIM5×GA)	U+1205B 𒁛	DAG KISIM5 TIMES GA		TRUE	FALSE	
459	292a	173			ÚBUR (DAG.KISIM5×LU)	U+12065 𒁥	DAG KISIM5 TIMES LU		TRUE	FALSE	
451	288c				UBUR4 (DAG.KISIM5× "IR".LU)	U+12062 𒁢	DAG KISIM5 TIMES IR PLUS LU		TRUE	FALSE	
596	381	332	316		UD (BABBAR)	U+12313 𒌓	UD		TRUE	FALSE	
542	337xn1	see 205b			UD-gunû	U+12319 𒌙	UD GUNU	uncertain reconstruction	TRUE	FALSE	
610	391	463			UD.MUNUS.ḪÚB	U+12313 𒌓 & U+122A9 𒊩 & U+12138 𒄸	UD & SAL & HUB2		TRUE	FALSE	
768	495				UDUB (LAGAB×NE)	U+121DB 𒇛	LAGAB TIMES NE		TRUE	FALSE	
833	577; 578	442			UDUG	U+1231C 𒌜	UDUG	Unicode reference glyph wrong?	TRUE	FALSE	
665	415	340	264		UDUN (U.MU)	U+1230B 𒌋 & U+1222C 𒈬	U & MU		TRUE	FALSE	
296	130	179	93		UG (PIRIG×UD)	U+1228C 𒊌	PIRIG TIMES UD		TRUE	FALSE	
663	412	358	272		UGU (U.KA)	U+1230B 𒌋 & U+12157 𒅗	U & KA		TRUE	FALSE	
662	350_8		261		Ugunû, BÙR-gunû	U+12434 𒐴	NUMERIC SIGN ONE BURU		TRUE	FALSE	
611	392	333			ÚḪ (UD.KÚŠU)	U+12314 𒌔	UD KUSHU2		TRUE	FALSE	
73	40	186	134		UKKIN (URU×MAŠ/BAR)	U+1233A 𒌺	URU TIMES BAR		TRUE	FALSE	
698	441	344	275		UL (DU7)	U+1230C 𒌌	U GUD		TRUE	FALSE	
238	134	113	98		UM	U+1231D 𒌝	UM		TRUE	TRUE	
241	137				UM× ME.DA	U+1231F 𒌟	UM TIMES ME PLUS DA		TRUE	FALSE	
240	316				UM× U.LAGAB				FALSE	FALSE	
239	135a		to 109		UM×U	U+12321 𒌡	UM TIMES U		TRUE	FALSE	
160	092b	301	166		UMBIN (GAD.KÍD.ÚR)	U+12322 𒌢	UMBIN		TRUE	FALSE	
489	317	208			ÚMBISAG (ŠID×A)	U+122C4 𒋄	SHID TIMES A		TRUE	FALSE	
501	312	169	197		UN	U+12327 𒌧		U+12327 𒌧, erroneously UN GUNU	TRUE	TRUE	No character?
232	195	129	111		UNUG (AB-gunû and/or AB×EŠ)	Jump to navigationJump to search	AB TIMES U PLUS U PLUS U		TRUE	FALSE	
232	195	129	111		UNUG (AB-gunû and/or AB×EŠ)		AB GUNU		FALSE	FALSE	
588	411_182a				UoverU.PAoverPA.NÍGoverNÍG	U+1230E 𒌎	U OVER U PA OVER PA GAR OVER GAR		TRUE	FALSE	
588	411_167a				UoverU.SURoverSUR	U+1230F 𒌏	U OVER U SUR OVER SUR		TRUE	FALSE	
828	575	400	51		UR	U+12328 𒌨	UR		TRUE	TRUE	
341	203	72	124		ÚR	U+1232B 𒌫	UR2		TRUE	TRUE	
411	255	99	58		ÙR (GÁ×NIR)	U+120E1 𒃡	GA2 TIMES NUN OVER NUN		TRUE	FALSE	
829	575b	220			UR-šeššig	U+1232A 𒌪	UR SHESHIG	reconstruction	TRUE	FALSE	
346	204c				ÚR× A.ḪA	U+1232C 𒌬	UR2 TIMES A PLUS HA		TRUE	FALSE	
345	204b				ÚR× Ú.AŠ	U+12332 𒌲	UR2 TIMES U2 PLUS ASH		TRUE	FALSE	
343	204n				ÚR×AL	U+1232E 𒌮	UR2 TIMES AL		TRUE	FALSE	
347	204d				ÚR×ḪA	U+1232F 𒌯	UR2 TIMES HA		TRUE	FALSE	
342	204v	73			ÚR×NUN	U+12330 𒌰	UR2 TIMES NUN		TRUE	FALSE	
344	204a	74			ÚR×Ú	U+12331 𒌱	UR2 TIMES U2		TRUE	FALSE	
835	594	448			UR4	U+12334 𒌴	UR4		TRUE	FALSE	
828	575a	252	51		URBINGU (URoverURcrossed)	U+12329 𒌩	UR CROSSING UR		TRUE	FALSE	
574	359n1	224	246		URI (BURoverBUR)	U+12335 𒌵	URI		TRUE	FALSE	
71	38	181	229		URU (IRI)	U+12337 𒌷	URU	ERI, IRI, RE2, RI2, U19	TRUE	TRUE	
77	43				ÚRU (URU×UD)	U+1234D 𒍍	URU TIMES UD		TRUE	FALSE	
81	46xxx				URU×A	U+12338 𒌸	URU TIMES A		TRUE	FALSE	
84	46	185			URU×GU (GUR5)	U+12340 𒍀	URU TIMES GU		TRUE	FALSE	
82	47	190			URU×ḪA	U+12341 𒍁	URU TIMES HA		TRUE	FALSE	
74	043v	187			URU×KÁR	U+1233E 𒌾	URU TIMES GAN2 TENU		TRUE	FALSE	
72	39	188			URU×TU	U+1234B 𒍋	URU TIMES TU	variant of n27	TRUE	FALSE	
78	45				URU×UL	U+1234C 𒍌	URU TIMES U PLUS GUD		TRUE	FALSE	
230	132	111	109		URUDU (URUDA)	U+1234F 𒍏	URUDA		TRUE	FALSE	
240	132n2				URUDU× U.LAGAB			old	FALSE	FALSE	
239	132n1		to 109		URUDU×U	U+12350 𒍐	URUDA TIMES U	old	TRUE	FALSE	
228	194	128			URUGAL (AB×GAL)	U+1200D 𒀍	AB TIMES GAL		TRUE	FALSE	
113	69	25	13		ÚŠ	U+12357 𒍗	USH2		TRUE	TRUE	
381	211	68	132		UŠ (NITA)	U+12351 𒍑	USH		TRUE	TRUE	
382	211n	69			UŠ×KÍD	U+12355 𒍕	USH TIMES TAK4		TRUE	FALSE	
383	211n2				UŠ×KU	U+12353 𒍓	USH TIMES KU		TRUE	FALSE	
29	17	314			UŠ11 (KA×BAD)	U+1215C 𒅜	KA TIMES BAD		TRUE	FALSE	
509	327				ÚSAN (GÚ-gunû)	U+1211D 𒄝	GU2 GUNU		TRUE	FALSE	
177	107n	90			USAN (GÚ×NUN, GÚ.NUN)	U+1211B 𒄛	GU2 TIMES NUN		TRUE	FALSE	
619	394c,394e	373			ÙSAN (NUNUZ.ÁB/KISIM5×AŠGAB)	U+1226E 𒉮	NUNUZ AB2 TIMES ASHGAB		TRUE	FALSE	
510	327x				ÚSAN.GAG	U+1211D 𒄝 & U+12195 𒆕	GU2 GUNU & KAK		TRUE	FALSE	
867	598d		374		USSU (8)	U+12444 𒑄	NUMERIC SIGN EIGHT VARIANT FORM USSU	"8"; see also n864	TRUE	FALSE	
864	598n2	479	374		USSU (8)	U+1240D 𒐍	NUMERIC SIGN EIGHT DISH	"8"; see also n867	TRUE	FALSE	
538	331c				ÙSSU (EŠ16.EŠ16.TAB)	U+12445 𒑅	NUMERIC SIGN EIGHT VARIANT FORM USSU3	"8"	TRUE	FALSE	
219	125e				ÚSSU (TAB.TAB.TAB.TAB)	U+12406 𒐆	NUMERIC SIGN EIGHT ASH	"8"	TRUE	FALSE	
700	443	351			ÚTU (U.GA/ŠU4.GA)	U+1230B 𒌋 & U+120B5 𒂵	U & GA		TRUE	FALSE	
449	287				UTUA (DAG.KISIM5×UŠ)	U+1206D 𒁭	DAG KISIM5 TIMES USH		TRUE	FALSE	
585	060a				UTUKI (KÚR.IR.GÍDIM)	U+12359 𒍙	UTUKI	see n92	TRUE	FALSE	
92	060a				UTUKI (KÚR.IR.GÍDIM)	U+12359 𒍙	UTUKI	belongs to n585	TRUE	FALSE	
452	289		188		UTUL5 (DAG.KISIM5×GU4)	U+1205F 𒁟	DAG KISIM5 TIMES GUD		TRUE	FALSE	
203	122b	54	23		ÙZ ("MÁ.KASKAL")	U+1235A 𒍚	UZ3		TRUE	TRUE	
583	372	379	340		UZ (US)	U+122BB 𒊻	SHE HU		TRUE	FALSE	
204	122c				ÙZ.KASKAL	U+1235B 𒍛	UZ3 TIMES KASKAL		TRUE	FALSE	
311	171	134	203		UZU	U+1235C 𒍜	UZU		TRUE	FALSE	
747	470				XV (U.IÁ)	U+1230B 𒌋 & U+1240A	U & NUMERIC SIGN FIVE DISH	"15"	TRUE	FALSE	
851	586	474	366		ZA	U+1235D 𒍝	ZA		TRUE	FALSE	
13	4	11			ZADIM (MUG-gunû)	U+1222F 𒈯	MUG GUNU		TRUE	FALSE	
540	332	206	238		ZAG	U+12360 𒍠	ZAG		TRUE	FALSE	
846	584; 587	471			ZÀḪ (A×ḪA)	U+12004 𒀄	A TIMES HA		TRUE	FALSE	
767	491	413	181		ZAR (LAGAB×SUM)	U+121E1 𒇡	LAGAB TIMES SUM		TRUE	FALSE	
140	84	41	33		ZI	U+12363 𒍣	ZI		TRUE	TRUE	
259	147	126	108		ZÍ( AB×PA)	U+12362 𒍢	ZE2		TRUE	FALSE	
628	395				ZIB	U+12366 𒍦	ZIB		TRUE	FALSE	
628	395v				ZIBinversum	U+12367 𒍧	ZIB KABA TENU	see Gong 39 and 220, omitted in MesZL	TRUE	FALSE	
336	190	140			ZIG/ZIK (NÍNDA×EŠ)	U+12368 𒍨	ZIG		TRUE	FALSE	
757	484				ZIKUM			Neo-Assyrian: use U+121C9 𒇉 LAGAB TIMES HAL	FALSE	FALSE	
308	166f				ZIKURA (KASKAL.ÀŠ)	U+1219C 𒆜 & U+1240B 𒐋	KASKAL & NUMERIC SIGN SIX DISH		TRUE	FALSE	
101	66				ZIoverZI	U+12364 𒍤	ZI OVER ZI		TRUE	FALSE	
104	066a	151			ZIoverZI.A	U+12364 𒍤 & U+12000 𒀀	ZI OVER ZI & A		TRUE	FALSE	
103	066b	150			ZIoverZI.ŠÈ	U+12364 𒍤 & U+120A0 𒂠	ZI OVER ZI & ESH2		TRUE	FALSE	
257	144f				ZIZNA (TURoverTUR.ZAoverZA)	U+1230A 𒌊	TUR OVER TUR ZA OVER ZA		TRUE	FALSE	
15	6	304	209		ZU	U+1236A 𒍪	ZU		TRUE	FALSE	
