name	sign	syllabic	PREFIX	POSTFIX	meszl	unicode	compound	sumerogram1	sumerogram2	sumerogram3	sumerogram4	sumerogram5	sumerogram6	sumerogram7	sumerogram8	sumerogram9	sumerogram10	sumerogram11	sumerogram12	sumerogram13	sumerogram14																											
TUG2.NUMUN2	𒌆𒍤𒆸				809+102	U+12306 & U+12364 & U+121B8	True	TUG2.ZI over  ZI.LAGAB	LAMAḪUŠ																																							
TUG2.KAŠ4	𒌆𒁽				809+352	U+12306 & U+1207D	True	TUGIR																																								
TUG2.BU	𒌆𒁍				809+580	U+12306 & U+1204D	True	MUDRU3																																								
TUG2.UD	𒌆𒌓				809+596	U+12306 & U+12313	True	ASLAG	AŠLAG	AZALAG	AZLAG																																					
TUG2.SIG2.BU	𒌆𒋠𒁍				809+816+580	U+12306 & U+122E0 & U+1204D	True	MUPARRA																																								
TUG2.SIG2.BU	𒌆𒋠𒋤				809+816+584	U+12306 & U+122E0 & U+122E4	True	MUPARRA																																								
ŠE3	𒂠				810	U+120A0	False	1/6	60	EGE	ŠU3	UB2	UBA2	UP2	ZI3	ZID2																																
ZI3	𒍥				810	U+12365	False	1/6	60	EGE	ŠU3	UB2	UBA2	UP2	ZI3	ZID2																																
ŠE3.KA	𒂠𒅗				810+024	U+120A0 & U+12157	True	SURA13	SURRA13	ZIR2																																						
ŠE3.MAḪ	𒂠𒈤				810+091	U+120A0 & U+12224	True	EBIḪ2																																								
ZI3.IŠ.UD	𒍥𒅖𒌓				810+357+596	U+12365 & U+12156 & U+12313	True	MILLA																																								
ŠE3.ŠE	𒂠𒊺				810+579	U+120A0 & U+122BA	True	DABIN																																								
ZI3.ŠE	𒍥𒊺				810+579	U+12365 & U+122BA	True	DABIN																																								
ŠE3.BU.NUN.ŠE3.TU	𒂠𒁍𒉣𒂠𒌅				810+580+143+810+086	U+120A0 & U+1204D & U+12263 & U+120A0 & U+12305	True	SAMAN2																																								
ŠE3.SUD.NUN.ŠE3.TU	𒂠𒋤𒉣𒂠𒌅				810+584+143+810+086	U+120A0 & U+122E4 & U+12263 & U+120A0 & U+12305	True	SAMAN																																								
ŠE3.UD	𒂠𒌓				810+596	U+120A0 & U+12313	True	ZIKUMX																																								
ZI3.UD	𒍥𒌓				810+596	U+12365 & U+12313	True	ZIKUMX																																								
ŠE3.ḪUL2	𒂠𒄾				810+877	U+120A0 & U+1213E	True	EŠEMEN3	EŠEMIN3																																							
ŠE3.ḪUL2.EZEN.RA	𒂠𒄾𒂡𒊏				810+877+271+511	U+120A0 & U+1213E & U+120A1 & U+1228F	True	EŠEMIN3																																								
DIŠ+ŠU	𒁹+𒋗				811	U+12079 & U+002B & U+122D7	True																																									
LU.KI.GAG	𒇻𒆠𒆕				812+737+379	U+121FB & U+121A0 & U+12195	True	ZARAḪ2																																								
LU.ḪUL2	𒇻𒄾				812+877	U+121FB & U+1213E	True	GUKKAL	KUGAL	KUNGAL																																						
DIB	𒁳				813	U+12073	False	DAB	DAP	DIBI	DIP	EZE	TEB	TEP	TIB	TIP	ṬAB3	ṬEP	ṬIB	ṬIP																												
AD3	𒇼				814	U+121FC	False	LU x BAD	UDU.UŠ2	ADDA2																																						
SI	𒋠				816	U+122E0	False	LAḪRUM2																																								
SIG2.AŠ	𒋠𒀸				816+001	U+122E0 & U+12038	True	MUDRU4	MUDRUM4																																							
SIG2.MU.BU	𒋠𒈬𒁍				816+098+580	U+122E0 & U+1222C & U+1204D	True	SAGMUNZER	SAGMUNZIR																																							
SIG2.ŠAB	𒋠𒉺𒅁				816+466	U+122E0 & U+1227A & U+12141	True	ḪAMANZER	ḪAMANZIR	ḪUMUZER	ḪUMUZIR																																					
SIG2.BU	𒋠𒁍				816+580	U+122E0 & U+1204D	True	MUDRA5	SULUḪU2	ZULUḪU2	ZULUMḪI2																																					
SIG2.SUD	𒋠𒋤				816+584	U+122E0 & U+122E4	True	SULUḪU	ZULUḪU	ZULUMḪI																																						
DARA4	𒁱				817	U+12071	False	SIG2+AŠ	DAR4	GANA6	GANAM6	INNA	LAḪAR2	LAḪRU2	NINA2	U10	UA2																															
EREN	𒂞				818	U+1209E	False	SIG2.NUN	ERENA	ERIN	ERINA	ŠE22	ŠEŠ4																																			
GUR7	𒄦				819	U+12126	False	SIG2.AḪ.ME.U	GURU7	KARA6	KURU13																																					
MUNŠUB	𒈰				820	U+12230	False	SIG2.SUḪUR	MUNSUB	MUSUB	SUB5	SUMUR3	ŠUB4																																			
ŠEŠ2	𒋁				821	U+122C1	False	SIG2.LAM	ADKIN	AŠ6	ŠIKIN3	ŠIŠ2																																				
SIG2	𒋠𒇴𒄴𒈨𒌋				822	U+122E0 & U+121F4 & U+12134 & U+12228 & U+1230B	True																																									
MUNŠUB2	𒋁𒋦				823	U+122C1 & U+122E6	True	SIG2.LAM.SUḪUR	AŠ5	MUNSUB2	MUSUB2	MUZER																																				
DIŠ.U	𒁹𒌋				824	U+12079 & U+1230B	True																																									
MIN	𒈫				825	U+1222B	False	signofrepetition	2/60	120	2	MINA	ŠIN2	ŠINA																																		
ŠUŠANA	𒑚				826	U+1245A	False	1/3																																								
TUK.	𒌇𒌇				827+827	U+12307 & U+12307	True	DUDDU	DUTTU																																							
UR crossing UR	𒌩				828	U+12329	False	LIRI8	LIRU8	LIRUM8	URBIGU																																					
UR.MAḪ	𒌨𒈤				828+091	U+12328 & U+12224	True	NEŠA																																								
UR	𒌪				829	U+1232A	False	DUL9	ŠUDUL5	ŠUDUN5	ŠUTUL5	ŠUTUN5	TUL7																																			
UR x A	𒌨  x 𒀀				829	U+12328 & U+0020 & U+0020 & U+0078 & U+0020 & U+12000	True																																									
UR x MIN	𒌨  x 𒈫				829	U+12328 & U+0020 & U+0020 & U+0078 & U+0020 & U+1222B	True																																									
GIDIM	𒄇				830	U+12107	False	KITIM																																								
2,30	𒈫𒌍				831	U+1222B & U+1230D	True	MIN.U.U.U	2 30/60	2+30	2+1/2	150																																				
ŠANABI	𒑛				832	U+1245B	False	2/3	ŠANABA																																							
UDUG	𒌜				833	U+1231C	False	GIDIM4	ŠEDU2	UTUG																																						
EŠ5	𒐈				834	U+12408	False	DIŠ.DIŠ.DIŠ	3																																							
UR4	𒌴				835	U+12334	False	GUR15																																								
IŠŠEBU	𒐈𒌋𒌋𒌋  and  𒐈𒌋𒌋				837	U+12408 & U+1230B & U+1230B & U+1230B & U+0020 & U+0020 & U+0061 & U+006E & U+0064 & U+0020 & U+0020 & U+12408 & U+1230B & U+1230B	True	3	20	3 20/60	200	EŠŠABA	EŠŠANA																																			
KINGUSILA	𒑜				838	U+1245C	False	5/6	KINGUSILI	KINGUSILLA																																						
A x GAN2	𒀃				839 (sign A)	U+12003	False																																									
A.	𒀀𒋻𒀀𒀭				839+009+839+010	U+12000 & U+122FB & U+12000 & U+1202D	True	EBLA																																								
A.AN	𒀀𒀭				839+010	U+12000 & U+1202D	True	A4	AM3	ŠE7	ŠEG3																																					
A.AN.GA2	𒀀𒀭𒂷				839+010+387	U+12000 & U+1202D & U+120B7	True	BA4																																								
A.SU	𒀀𒋢				839+016	U+12000 & U+122E2	True	AKTUM																																								
A.	𒀀𒅗				839+024	U+12000 & U+12157	True	UGA2	UGU2																																							
A.TU.GAB.LIŠ	𒀷  or  𒀀𒌅𒃮𒇺				839+086+298+591	U+12037 & U+0020 & U+0020 & U+006F & U+0072 & U+0020 & U+0020 & U+12000 & U+12305 & U+120EE & U+121FA	True	A.TU.DU8.LIŠ	A.TU.DUḪ.LIŠ	ASAL2	ASAR2																																					
A.BAD	𒀀𒁁				839+113	U+12000 & U+12041	True	AGAM																																								
A.	𒀀𒄷𒋛				839+133	U+12000 & U+12137 & U+122DB	True	LIQ3																																								
A.MUŠ3	𒀀𒈹				839+153	U+12000 & U+12239	True	SE24																																								
A.	𒀀𒈹𒁲				839+153+736	U+12000 & U+12239 & U+12072	True	AMAGI	ŠED11																																							
A.	𒀀𒊕				839+184	U+12000 & U+12295	True	UGU3																																								
A.TUR	𒀀𒌉				839+255	U+12000 & U+12309	True	DAMU																																								
A.GABA	𒀀𒃮				839+298	U+12000 & U+120EE	True	ZIGABAB																																								
A.EDIN	𒀀𒂔				839+300	U+12000 & U+12094	True	ERU4																																								
A.	𒀀𒂔𒇲				839+300+750	U+12000 & U+12094 & U+121F2	True	UMMU	UMMU3	UMMUD																																						
A.AM	𒀀𒄠				839+309	U+12000 & U+12120	True	ADAR	ILDAG2																																							
A.	𒀀𒁺				839+350	U+12000 & U+1207A	True	TUŠE																																								
A.PA.GISAL.PAD.DIR	𒀀𒉺𒄐𒉻𒋛𒀀				839+464+376+746+207	U+12000 & U+1227A & U+12110 & U+1227B & U+122DB & U+12000	True	ADDIR	A’U’U	IDDIR																																						
A.	𒀀𒆗				839+496	U+12000 & U+12197	True	ELA	ILLU																																							
A.GAR3	𒀀𒃼				839+543	U+12000 & U+120FC	True	AGAR	UGAR																																							
A.	𒀀𒈖				839+555	U+12000 & U+12216	True	AGAR5	KUNIGARA5																																							
A.	𒀀𒋗𒉀				839+567+293	U+12000 & U+122D7 & U+12240	True	TU17																																								
A.SUD	𒀀𒋤				839+584	U+12000 & U+122E4	True	BIR8																																								
A.	𒀀𒌁				839+587	U+12000 & U+12301	True	ASI	EŠA	EŠE4	ŠE16																																					
A.	𒀀𒈪𒀀				839+681+839	U+12000 & U+1222A & U+12000	True	EGA																																								
A.IGI	𒀀𒅆				839+724	U+12000 & U+12146	True	ER2	ESEŠ	EŠ9	IR2	IRA2	ISIŠ2	ŠEŠ5																																		
A.ENGUR	𒀀𒇉				839+756	U+12000 & U+121C9	True	A.LAGAB x ḪAL	I7	ID2	IT2	ITA5	ITI5	ITU5																																		
A.ENGUR.AN.TU	𒀀𒇉𒀭𒌅				839+756+010+086	U+12000 & U+121C9 & U+1202D & U+12305	True	KUNIGARA3																																								
A.ENGUR.AN.BARA2	𒀀𒇉𒀭𒁈				839+756+010+554	U+12000 & U+121C9 & U+1202D & U+12048	True	KUNIGARA																																								
A.ENGUR.AN.MUŠ	𒀀𒇉𒀭𒈲				839+756+010+585	U+12000 & U+121C9 & U+1202D & U+12232	True	KUNIGARA2																																								
A.ENGUR.AN.RI8	𒀀𒇉𒀭𒈶				839+756+010+586	U+12000 & U+121C9 & U+1202D & U+12236	True	A.ENGUR.AN.MUŠ over  MUŠ	KUNIGARA4																																							
A.ENGUR.DIMGUL	𒀀𒇉				839+756+202	U+12000 & U+121C9	True	TARGUL																																								
A.	𒀀𒇉𒃲				839+756+553	U+12000 & U+121C9 & U+120F2	True	ID6																																								
A.	𒀀𒇉𒁲				839+756+736	U+12000 & U+121C9 & U+12072	True	ID7																																								
A.	𒀀𒇒				839+761	U+12000 & U+121D2	True	ESIR																																								
A.LAGAB+LAGAB	𒀀𒆸𒆸				839+804	U+12000 & U+121B8 & U+121B8	True	ENIGIN																																								
A.KU	𒀀𒆪				839+808	U+12000 & U+121AA	True	EGU																																								
A.A	𒀀𒀀				839+839	U+12000 & U+12000	True	AI	AIA	AIIA	AIIU	AIIE	AIII	AIE	AII	AIU	AJA	AJE	AJI	AJJA	AJJE	AJJI	AJJU	AJU	AYA	AYE	AYI	AYYA	AYYE	AYYI	AYYU	AYU	IJA	IJE	IJI	IJJA	IJJE	IJJI	IJJU	IJU	IYA	IYE	IYI	IYYA	IYYE	IYYI	IYYU	IYU
A.	𒀀𒄩				839+856	U+12000 & U+12129	True	KUAR2	KUARA2	TUBA2																																						
A.ḪA.TAR.DU	𒀀𒄩𒋻𒁺				839+856+009+350	U+12000 & U+12129 & U+122FB & U+1207A	True	GIRIM3	GIRIMA3	NUN2																																						
A.	𒀀𒋙𒉀				839+873	U+12000 & U+122D9 & U+12240	True	ŠEG4																																								
A.KUŠU2	𒀀𒆵				839+896	U+12000 & U+121B5	True	AKŠAK2																																								
A x BAD	𒀂				840	U+12002	False	AGAM																																								
A x SAG	𒀈				841	U+12008	False	ESAG																																								
A x MUŠ	𒀇				842	U+12007	False	AMUŠ	AMUŠA																																							
A x DU6	𒀆				843	U+12006	False	A x LAGAR  gunû	ŠEDU3																																							
A x IGI	𒀅				844	U+12005	False	ER6	IR6	ISIŠ3	ŠEŠ3																																					
A	𒀀𒀁				845	U+12000 & U+12001	True	EDUR	EDURU																																							
A x ḪA	𒀄				846	U+12004	False	SAḪ7	SAḪA7	ZAḪ3	ZAḪA3																																					
DIŠ over DIŠ	𒑖				847	U+12456	False	4	LIMMU6																																							
NIGIDAMIN	𒑖				848	U+12456	False	DIŠ over  DIŠ	2 PI	NIMIN																																						
NIGIDAMIN.	𒑖𒉽				849	U+12456 & U+1227D	True																																									
NIGIDAEŠ	𒑗				850	U+12457	False	DIŠ over  DIŠ.DIŠ	NIEŠ																																							
ZA.SU	𒍝𒋢				851+016	U+1235D & U+122E2	True	NINI4	NIR4																																							
ZA.MUŠ2	𒍝𒈽				851+152	U+1235D & U+1223D	True	ḪALBA3	ŠUB7	ŠUBA																																						
ZA.MUŠ2	𒍝𒈽𒀕				851+152+232	U+1235D & U+1223D & U+12015	True	UNU11	ZABALA	ZABALAM																																						
ZA.MUŠ2	𒍝𒈽𒁲				851+152+736	U+1235D & U+1223D & U+12072	True	AMAGI4	ḪALBA3																																							
ZA.MUŠ3	𒍝𒈹				851+153	U+1235D & U+12239	True	ŠUB8	ŠUBA2	ZANARU2	ZANNARU2																																					
ZA.MUŠ3	𒍝𒈹𒀕				851+153+232	U+1235D & U+12239 & U+12015	True	ZABALA2	ZABALAM2																																							
Z	𒍝𒈹𒁲				851+153+736	U+1235D & U+12239 & U+12072	True	AMAGI	SE10	SED8	ŠE5	ŠED8																																				
ZA.GA2	𒍝𒂷𒂷				851+387+387	U+1235D & U+120B7 & U+120B7	True	BA4																																								
ZA.MIR	𒍝𒂆				851+556	U+1235D & U+12086	True	NIR7																																								
ZA.KUR	𒍝𒆳				851+578	U+1235D & U+121B3	True	GIŠTA’E2	GIŠTA’I2	ZAGIN																																						
ZA.KUR.A	𒍝𒆳𒀀				851+578+839	U+1235D & U+121B3 & U+12000	True	ZAGINDUR																																								
ZA.NIM	𒍝𒉏				851+690	U+1235D & U+1224F	True	NINI3	NIR3	NIRA3																																						
ZA.IB	𒍝𒅁				851+807	U+1235D & U+12141	True	NINI5	NIR5																																							
ZA.GIN2	𒍝𒂅				851+836	U+1235D & U+12085	True	NINI2	NIR2																																							
LIMMU5	𒐉				852	U+12409	False	4																																								
NIGIDALIMMU	𒐉				853	U+12409	False	4PI	NILIMMU																																							
AD4	𒍞				854	U+1235E	False	ZAtenû	ERIM tenû	ADDU4																																						
GIŠTA’E	𒍟				855	U+1235F	False	ZAsquared  x KUR	4  x  ZA xKUR	GIŠTA’I																																						
ḪA.A	𒄩𒀀				856+839	U+12129 & U+12000	True	KUAR	KUARA	SAḪ6	SAḪA6	ZAḪ2	ZAḪA2																																			
ḪA tenû	𒄪				857	U+1212A	False	ZUBUD																																								
ZA.GUL	𒍝𒄢				858+682	U+1235D & U+12122	True	GUG	GUQ																																							
NIG2.SAG.IL2.EZEN.UŠ	𒃻𒊕𒅍𒂡𒍑				859+184+493+271+381	U+120FB & U+12295 & U+1214D & U+120A1 & U+12351	True	BALLA																																								
NIG2	𒃻𒊕𒅍𒂡𒊩				859+184+493+271+883	U+120FB & U+12295 & U+1214D & U+120A1 & U+122A9	True	BALLA2																																								
NIG2.PA	𒃻𒉺				859+464	U+120FB & U+1227A	True	NINGIDAR																																								
NIG2.ŠID	𒃻𒋃				859+485	U+120FB & U+122C3	True	UTTUKU																																								
NIG2.GUG2	𒃻𒈖				859+555	U+120FB & U+12216	True	GUG3	GUGINA																																							
NIG2.ŠU.DUGUD	𒃻𒋗𒂂				859+567+704	U+120FB & U+122D7 & U+12082	True	IMMAL3																																								
NIG2.ŠA3	𒃻𒊮				859+599	U+120FB & U+122AE	True	KADRA2																																								
NIG2.ŠA3.A	𒃻𒊮𒀀				859+599+839	U+120FB & U+122AE & U+12000	True	KADRA	KADRI	KADRU																																						
NIG2.PEŠ4	𒃻𒊯				859+608	U+120FB & U+122AF	True	KADRA3	KADRI3	KADRU3																																						
NIG2.NIGIN	𒃻𒆸𒆸				859+804	U+120FB & U+121B8 & U+121B8	True	KIBSUR	KIBŠUR																																							
NIG2	𒀶				859+807	U+12036	False	ARGAB	ARKAB	IRKAB																																						
NIG2.ŠUŠANA.SILA3	𒃻𒑚𒋡				859+826+099	U+120FB & U+1245A & U+122E1	True	NINDA.1/3.SILA3	NINDA.ŠUŠANA.SILA3	GIDEŠTA																																						
NIG2.ŠANABI.SILA3	𒃻𒑛𒋡				859+832+099	U+120FB & U+1245B & U+122E1	True	NINDA.2/3.SILA3	NINDA.ŠANABI.SILA3	GIDEŠTA																																						
NIG2.KINGUSILA.SILA3	𒃻𒑜𒋡				859+838+099	U+120FB & U+1245C & U+122E1	True	NINDA.5/6.SILA3	NINDA.KINGUSILA.SILA3	GIDEŠTA																																						
LIMMU	𒐼				860	U+1243C	False	4	LAMMU	LIMU																																						
IA2	𒐊				861	U+1240A	False	5	300	I2																																						
AŠ3	𒐋				862	U+1240B	False	1/6	6	360																																						
IMIN	𒐌				863	U+1240C	False																																									
IMIN	𒅓				863	U+12153	False																																									
USSU	𒐍				864	U+1240D	False																																									
DIŠ over DIŠ over DIŠ	𒑉				865	U+12449	False	9	ILIMMU5																																							
IMIN	𒑂				866	U+12442	False																																									
USSU	𒑄				867	U+12444	False																																									
ILIMMU	𒑆				868	U+12446	False	9	540																																							
LAK 852	𒑟				869	U+1245F	False	LAK852																																								
EN2	𒋙𒀭  and  𒌋𒀭  and  𒁇𒀭				870	U+122D9 & U+1202D & U+0020 & U+0020 & U+0061 & U+006E & U+0064 & U+0020 & U+0020 & U+1230B & U+1202D & U+0020 & U+0020 & U+0061 & U+006E & U+0064 & U+0020 & U+0020 & U+12047 & U+1202D	True	ŠU2.AN	also ŠU4.ANand BAR.AN	GIBIL7	GIBIR2	KIBIR3	KUNGA2	ŠE9																																		
EN2.ŠAR2 x GAD	𒋙𒀭𒄲				871	U+122D9 & U+1202D & U+12132	True	KEŠ3	KEŠI3	KIŠI3																																						
EN2.ŠAR2 x GAD.KI	𒋙𒀭𒄲𒆠				871+737	U+122D9 & U+1202D & U+12132 & U+121A0	True	KEŠ3																																								
ŠU2.MUL	𒋙𒀯				872	U+122D9 & U+1202F	True	IŠI2	KUNGA	SUḪUB	SUḪUL	SULGAR	ŠUḪUB																																			
ŠU2	𒋙𒉀				873	U+122D9 & U+12240	True	KIŠI14																																								
ŠU2	𒋙𒉈				874	U+122D9 & U+12248	True	LAL6	NE4																																							
